age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36.0,1,1,2,0,2,0,1,4,4,597.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,1,1,2,0,0,0,1,4,4,61.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,7,2,2,0,0,0,1,4,4,53.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,1,1,0,0,2,0,1,4,4,159.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,1,1,2,0,0,0,1,4,4,198.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
54.0,0,1,3,0,1,1,1,4,4,45.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,0,2,3,0,2,0,1,4,4,132.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,7,1,3,1,0,0,1,4,4,290.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,9,1,5,1,2,2,1,4,4,184.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,10,2,0,1,2,0,1,4,4,51.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,0,1,2,0,0,0,1,4,4,119.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,7,1,1,1,2,0,1,4,4,260.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,2,1,2,0,0,2,1,4,4,68.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,4,2,6,0,0,0,1,4,4,99.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,1,2,2,0,0,0,1,4,4,285.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,1,5,0,0,0,1,4,4,247.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,1,1,2,0,0,0,1,4,4,81.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,0,1,2,1,0,0,1,4,4,244.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,7,1,7,1,0,0,1,4,4,227.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,4,0,6,1,0,2,1,4,4,289.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,3,1,0,1,0,0,1,4,4,183.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,7,1,3,1,0,0,1,4,4,100.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,5,1,2,1,2,0,1,4,4,198.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,0,1,2,0,2,0,1,4,4,173.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,7,0,5,1,0,0,1,4,4,184.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,4,1,2,1,0,0,1,4,4,282.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,9,2,6,0,2,0,1,4,4,269.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,0,2,3,0,0,2,1,4,4,176.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,4,1,1,1,0,0,1,4,4,347.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,9,1,2,0,2,0,1,4,4,88.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,1,1,1,0,2,0,1,4,4,279.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,7,0,5,0,2,2,1,4,4,294.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,1,2,2,1,0,0,1,4,4,188.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,1,0,0,2,0,1,4,4,116.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,0,1,1,1,0,0,1,4,4,60.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,5,0,5,0,0,2,1,4,4,217.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,1,2,5,0,0,0,1,4,4,298.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,0,1,3,0,0,0,1,4,4,469.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
59.0,5,0,2,1,0,2,1,4,4,139.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,0,1,3,0,2,0,1,4,4,67.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,2,1,0,0,1,4,4,129.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,9,1,5,0,0,0,1,4,4,89.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,0,0,6,1,0,0,1,4,4,346.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,1,1,1,1,0,0,1,4,4,47.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,0,2,6,0,0,0,1,4,4,244.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
47.0,1,1,0,0,0,0,1,4,4,136.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,0,2,6,0,0,0,1,4,4,110.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,0,0,0,2,2,1,4,4,433.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
24.0,7,1,3,0,2,0,1,4,4,66.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,10,1,0,1,2,0,1,4,4,140.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,1,0,0,2,0,1,4,4,89.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,7,1,3,0,2,0,1,4,4,54.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,1,2,0,2,0,1,4,4,172.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,7,2,3,0,0,0,1,4,4,72.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,9,1,5,1,2,2,1,4,4,124.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,1,1,2,1,2,0,1,4,4,118.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,0,2,0,1,4,4,24.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,1,2,0,0,1,1,1,4,4,489.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,0,1,3,0,0,0,1,4,4,357.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,0,2,3,0,0,0,1,4,4,84.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,7,1,3,0,0,0,1,4,4,239.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,1,1,2,1,2,0,1,4,4,466.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,4,1,6,0,2,0,1,4,4,383.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,4,2,6,0,0,2,1,4,4,413.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,7,2,1,1,2,0,1,4,4,101.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,1,0,1,0,0,1,4,4,344.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,10,1,2,1,2,0,1,4,4,360.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,1,2,1,0,0,1,4,4,79.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
58.0,5,0,6,0,2,0,1,4,4,314.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,0,0,6,0,0,0,1,4,4,315.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
53.0,9,1,5,1,2,2,1,4,4,117.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,1,0,1,0,0,0,1,4,4,229.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,5,1,0,0,0,0,1,4,4,94.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,7,1,7,0,2,2,1,4,4,83.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,0,1,6,0,2,2,1,4,4,338.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,7,2,3,1,0,0,1,4,4,491.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,1,2,1,0,0,1,4,4,167.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,1,2,1,2,0,1,4,4,258.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,10,2,5,0,0,0,1,4,4,83.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,1,0,0,0,0,1,4,4,193.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,0,1,3,0,0,0,1,4,4,249.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,0,1,3,0,0,0,1,4,4,629.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,9,1,5,1,2,0,1,4,4,260.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,1,2,2,0,0,2,1,4,4,202.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,1,1,3,0,0,0,1,4,4,471.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,6,2,6,0,0,0,1,4,4,217.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,7,1,2,1,0,0,1,4,4,300.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,7,1,2,0,2,0,1,4,4,94.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,7,2,3,0,0,0,1,4,4,397.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,2,1,3,0,0,0,1,4,4,157.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,2,0,0,0,1,4,4,389.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,4,2,6,0,0,0,1,4,4,376.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,7,1,3,1,2,0,1,4,4,133.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,7,1,2,0,2,0,1,4,4,251.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,1,1,1,0,2,0,1,4,4,115.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,0,5,0,1,1,1,4,4,209.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,7,2,2,1,2,2,1,4,4,124.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,0,1,6,1,0,0,1,4,4,96.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,3,1,1,1,2,2,1,4,4,87.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
53.0,2,1,7,0,2,0,1,4,4,126.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,1,2,2,0,0,0,1,4,4,259.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,1,2,0,0,0,1,4,4,330.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,9,1,6,0,0,0,1,4,4,198.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,1,0,0,1,4,4,545.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,0,2,7,0,2,0,1,4,4,279.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,7,1,3,1,0,0,1,4,4,136.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
55.0,9,1,5,1,0,0,1,4,4,48.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,0,1,0,2,1,4,4,449.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,0,2,6,0,0,0,1,4,4,362.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,9,2,2,0,2,0,1,4,4,99.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,9,2,5,0,2,0,1,4,4,207.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,1,1,2,0,2,0,1,4,4,172.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,0,0,0,2,0,1,4,4,180.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,1,1,0,1,2,0,1,4,4,410.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,2,1,3,0,2,0,1,4,4,57.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,0,2,6,0,0,2,1,4,4,424.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,0,2,6,1,0,2,1,4,4,74.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,1,1,0,1,2,0,1,4,4,96.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
21.0,9,2,5,0,0,2,1,4,4,109.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,2,0,3,0,0,0,1,4,4,52.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,1,2,5,0,0,0,1,4,4,26.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
57.0,5,1,2,1,0,0,1,4,4,506.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,0,1,3,1,0,0,1,4,4,173.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,0,1,3,0,0,0,1,4,4,643.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,9,1,5,0,2,0,1,4,4,77.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,4,2,6,0,0,2,1,4,4,95.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,1,1,2,0,2,0,1,4,4,463.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,0,1,3,0,2,0,1,4,4,25.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,9,2,5,0,2,0,1,4,4,104.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
56.0,1,1,0,1,0,0,1,4,4,267.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
47.0,1,0,2,1,2,0,1,4,4,64.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,1,1,2,0,0,0,1,4,4,340.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,0,0,6,0,0,0,1,4,4,325.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
53.0,4,1,0,1,0,0,1,4,4,528.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,2,1,6,0,0,2,1,4,4,363.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,1,2,0,1,4,4,411.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,1,1,1,0,2,0,1,4,4,245.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,0,0,6,0,1,1,1,4,4,160.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,1,2,3,0,0,0,1,4,4,313.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,0,0,2,0,1,4,4,140.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
30.0,1,0,2,0,2,0,1,4,4,25.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,1,1,1,1,2,0,1,4,4,157.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,0,1,6,0,0,2,1,4,4,157.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,2,1,6,0,0,0,1,4,4,386.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,9,1,2,0,0,0,1,4,4,593.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,7,0,3,0,0,2,1,4,4,176.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,1,2,0,1,0,0,1,4,4,189.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,10,1,6,1,1,1,1,4,4,302.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,7,1,6,1,2,0,1,4,4,165.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,1,1,2,0,0,0,1,4,4,48.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,4,1,6,0,2,0,1,4,4,51.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
41.0,1,1,0,0,0,2,1,4,4,99.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,7,1,3,0,2,0,1,4,4,452.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,4,1,6,0,0,2,1,4,4,187.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
26.0,1,2,2,1,2,0,1,4,4,335.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,1,2,7,1,0,0,1,4,4,299.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,6,1,5,0,2,2,1,4,4,85.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,1,1,2,0,0,2,1,4,4,234.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,0,1,3,0,0,0,1,4,4,264.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,0,0,3,0,2,2,1,4,4,233.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
50.0,9,1,5,1,0,0,1,4,4,239.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,1,1,5,0,0,2,1,4,4,611.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,2,5,0,0,2,1,4,4,600.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
60.0,5,0,0,1,0,0,1,4,4,478.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,2,0,0,0,1,4,4,92.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
25.0,6,2,6,0,2,0,1,4,4,158.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,9,2,5,1,0,0,1,4,4,198.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
37.0,4,2,3,0,0,0,1,4,4,438.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,1,1,0,0,0,1,4,4,342.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
49.0,7,1,3,0,0,0,1,4,4,249.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,1,1,2,0,0,0,1,4,4,75.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,7,2,5,1,0,0,1,4,4,225.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
48.0,2,1,3,1,2,0,1,4,4,88.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
28.0,6,2,6,0,0,0,1,4,4,314.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,4,1,6,0,0,0,1,4,4,109.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
42.0,1,1,0,0,0,0,1,4,4,456.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,0,1,6,0,0,0,1,4,4,92.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,1,1,5,0,0,0,1,4,4,223.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,9,1,5,0,0,0,1,4,4,148.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,9,1,5,0,2,0,1,4,4,205.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,3,0,0,0,1,4,4,80.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,1,0,2,0,2,0,1,4,4,357.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
39.0,0,1,6,0,1,1,1,4,4,513.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,0,2,3,0,0,2,1,4,4,171.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
35.0,1,1,3,0,0,0,1,4,4,55.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,9,1,5,0,0,2,1,4,4,51.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,0,2,6,0,0,0,1,4,4,245.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
47.0,0,1,3,0,2,0,1,4,4,318.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,4,1,6,0,0,0,1,4,4,105.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
51.0,1,1,2,1,0,2,1,4,4,261.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
60.0,5,0,3,1,2,0,1,4,4,398.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
45.0,0,1,1,1,2,0,1,4,4,200.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
52.0,2,1,2,1,0,0,1,4,4,267.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
27.0,0,1,6,0,0,0,1,4,4,191.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,9,2,5,0,2,0,1,4,4,300.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,1,1,2,0,2,0,1,4,4,82.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
32.0,10,2,3,0,0,0,1,4,4,153.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
24.0,1,2,2,1,0,0,1,4,4,504.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
46.0,0,2,3,1,2,0,1,4,4,104.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,0,2,3,0,0,0,1,4,4,194.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
44.0,7,1,3,0,2,2,1,4,4,212.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,1,1,0,1,2,2,1,4,4,122.0,4.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
31.0,7,1,3,0,0,0,1,4,4,185.0,6.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
38.0,11,0,3,1,2,0,1,4,4,107.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
26.0,0,2,3,0,0,0,1,4,4,87.0,5.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
40.0,0,1,2,0,0,2,1,4,4,145.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
47.0,1,0,2,1,2,0,1,4,4,30.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
43.0,10,1,3,0,2,0,1,4,4,585.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,1,1,0,0,0,1,4,4,136.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
36.0,9,1,6,0,0,0,1,4,4,146.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
34.0,1,1,2,0,2,2,1,4,4,180.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
29.0,0,1,1,0,0,2,1,4,4,376.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
33.0,9,1,6,1,0,2,1,4,4,619.0,3.0,999.0,0.0,0,1.1,93.994,-36.4,4.857,5191.0,0
22.0,1,2,2,0,2,0,1,4,2,100.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
48.0,2,0,0,0,0,0,1,4,2,75.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
29.0,0,2,2,1,0,0,1,4,2,93.0,1.0,999.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
46.0,5,1,6,0,0,0,1,4,2,334.0,2.0,999.0,0.0,0,1.1,93.994,-36.4,4.86,5191.0,0
